id,map,round,seconds,att_side,vic_side,hp_dmg,arm_dmg,wp,wp_type,award
16280,de_dust2,1,96.13955,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
16281,de_dust2,1,102.0154,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
16282,de_dust2,1,102.2342,CounterTerrorist,Terrorist,35,0,USP,Pistol,300
16283,de_dust2,1,102.3905,CounterTerrorist,Terrorist,13,6,USP,Pistol,300
16284,de_dust2,1,105.3597,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
16285,de_dust2,1,105.4535,CounterTerrorist,Terrorist,21,0,USP,Pistol,300
16286,de_dust2,1,106.7974,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
16287,de_dust2,1,106.9849,CounterTerrorist,Terrorist,16,7,USP,Pistol,300
16288,de_dust2,1,107.0474,CounterTerrorist,Terrorist,16,8,USP,Pistol,300
16289,de_dust2,1,107.3913,Terrorist,CounterTerrorist,90,0,Glock,Pistol,300
16290,de_dust2,1,107.4538,Terrorist,CounterTerrorist,18,0,Glock,Pistol,300
16291,de_dust2,1,107.485,CounterTerrorist,Terrorist,16,7,USP,Pistol,300
16292,de_dust2,1,107.7351,CounterTerrorist,Terrorist,16,8,USP,Pistol,300
16293,de_dust2,1,107.9538,CounterTerrorist,Terrorist,13,6,USP,Pistol,300
16294,de_dust2,1,107.9538,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
16295,de_dust2,1,108.0163,CounterTerrorist,Terrorist,16,7,USP,Pistol,300
16296,de_dust2,1,108.2976,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
16297,de_dust2,1,108.7977,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
16298,de_dust2,1,109.1415,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
7631,de_dust2,1,109.6683,CounterTerrorist,Terrorist,9,4,USP,Pistol,300
16299,de_dust2,1,109.7354,CounterTerrorist,Terrorist,20,9,USP,Pistol,300
16300,de_dust2,1,109.8291,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
16301,de_dust2,1,110.0479,CounterTerrorist,Terrorist,16,7,USP,Pistol,300
16302,de_dust2,1,110.2042,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
16303,de_dust2,1,110.4542,Terrorist,CounterTerrorist,5,6,Glock,Pistol,300
7632,de_dust2,1,111.0122,CounterTerrorist,Terrorist,9,4,USP,Pistol,300
7633,de_dust2,1,112.1373,CounterTerrorist,Terrorist,9,4,USP,Pistol,300
17032,de_inferno,1,112.3577,CounterTerrorist,Terrorist,1,0,HE,Grenade,300
17033,de_inferno,1,112.5765,Terrorist,CounterTerrorist,28,0,Glock,Pistol,300
33177,de_dust2,1,112.706,CounterTerrorist,Terrorist,20,0,P2000,Pistol,300
7634,de_dust2,1,113.7,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
17034,de_inferno,1,113.9521,CounterTerrorist,Terrorist,28,0,FiveSeven,Pistol,300
34674,de_inferno,1,114.093,Terrorist,CounterTerrorist,4,2,Glock,Pistol,300
34675,de_inferno,1,114.3743,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
34676,de_inferno,1,114.3743,CounterTerrorist,Terrorist,16,7,USP,Pistol,300
34677,de_inferno,1,114.6244,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
34678,de_inferno,1,114.7182,CounterTerrorist,Terrorist,12,6,USP,Pistol,300
4269,de_mirage,1,115.953,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
4270,de_mirage,1,115.9842,Terrorist,CounterTerrorist,15,8,Glock,Pistol,300
4271,de_mirage,1,116.1405,Terrorist,CounterTerrorist,85,0,Glock,Pistol,300
17035,de_inferno,1,116.7657,CounterTerrorist,Terrorist,52,0,HE,Grenade,300
28837,de_dust,1,116.7725,CounterTerrorist,Terrorist,16,7,USP,Pistol,300
34679,de_inferno,1,116.9375,CounterTerrorist,Terrorist,14,7,USP,Pistol,300
28838,de_dust,1,116.9913,Terrorist,Terrorist,8,0,Glock,Pistol,300
16304,de_dust2,1,117.6428,Terrorist,Terrorist,4,2,Glock,Pistol,300
28839,de_dust,1,117.6791,Terrorist,CounterTerrorist,29,0,Tec9,Pistol,300
28840,de_dust,1,118.0543,Terrorist,CounterTerrorist,26,0,Glock,Pistol,300
28841,de_dust,1,118.0543,Terrorist,CounterTerrorist,28,0,Tec9,Pistol,300
28842,de_dust,1,118.2732,Terrorist,CounterTerrorist,17,0,Tec9,Pistol,300
32264,de_dust2,1,118.8307,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
34680,de_inferno,1,119.1256,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
7635,de_dust2,1,119.3256,Terrorist,CounterTerrorist,12,7,Glock,Pistol,300
33178,de_dust2,1,119.4571,Terrorist,CounterTerrorist,9,5,Glock,Pistol,300
7636,de_dust2,1,119.6694,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
33179,de_dust2,1,119.7384,CounterTerrorist,Terrorist,100,0,P2000,Pistol,300
7637,de_dust2,1,119.7944,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
16305,de_dust2,1,119.8619,Terrorist,CounterTerrorist,95,0,Glock,Pistol,300
12184,de_dust2,1,119.9173,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
28843,de_dust,1,120.6805,CounterTerrorist,Terrorist,39,0,P250,Pistol,300
16306,de_dust2,1,120.737,Terrorist,CounterTerrorist,5,0,Glock,Pistol,300
28844,de_dust,1,120.8368,CounterTerrorist,Terrorist,31,0,P250,Pistol,300
28845,de_dust,1,121.0557,Terrorist,CounterTerrorist,20,0,Glock,Pistol,300
28846,de_dust,1,121.4309,Terrorist,CounterTerrorist,26,0,Glock,Pistol,300
1318,de_inferno,1,121.4771,Terrorist,CounterTerrorist,20,0,Tec9,Pistol,300
28847,de_dust,1,121.4934,Terrorist,CounterTerrorist,54,0,Glock,Pistol,300
1319,de_inferno,1,121.6021,Terrorist,CounterTerrorist,25,1,Tec9,Pistol,300
1320,de_inferno,1,121.7272,Terrorist,CounterTerrorist,25,1,Tec9,Pistol,300
1321,de_inferno,1,121.8209,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
16307,de_dust2,1,121.956,Terrorist,CounterTerrorist,28,0,Glock,Pistol,300
1322,de_inferno,1,122.0085,Terrorist,CounterTerrorist,25,1,Tec9,Pistol,300
1323,de_inferno,1,122.1023,Terrorist,CounterTerrorist,5,1,Tec9,Pistol,300
35448,de_dust2,1,122.2974,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
16308,de_dust2,1,122.4248,Terrorist,CounterTerrorist,23,0,Glock,Pistol,300
1324,de_inferno,1,122.4462,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
17036,de_inferno,1,122.4867,CounterTerrorist,Terrorist,38,0,USP,Pistol,300
1325,de_inferno,1,122.5399,CounterTerrorist,Terrorist,85,0,USP,Pistol,300
7638,de_dust2,1,122.6072,Terrorist,CounterTerrorist,13,7,Glock,Pistol,300
17037,de_inferno,1,122.7368,Terrorist,CounterTerrorist,25,0,Glock,Pistol,300
5387,de_mirage,1,123.1471,Terrorist,CounterTerrorist,85,0,Glock,Pistol,300
17038,de_inferno,1,123.1745,CounterTerrorist,Terrorist,19,0,USP,Pistol,300
34681,de_inferno,1,123.1892,CounterTerrorist,Terrorist,18,9,USP,Pistol,300
16309,de_dust2,1,123.2374,Terrorist,CounterTerrorist,29,0,Glock,Pistol,300
34682,de_inferno,1,123.3455,Terrorist,CounterTerrorist,75,0,Glock,Pistol,300
7639,de_dust2,1,123.3885,CounterTerrorist,Terrorist,17,8,USP,Pistol,300
16310,de_dust2,1,123.4249,CounterTerrorist,Terrorist,3,7,USP,Pistol,300
5388,de_mirage,1,123.4597,Terrorist,CounterTerrorist,15,0,Glock,Pistol,300
16311,de_dust2,1,123.5187,Terrorist,CounterTerrorist,20,0,Glock,Pistol,300
7640,de_dust2,1,123.6386,Terrorist,CounterTerrorist,87,0,Glock,Pistol,300
1326,de_inferno,1,123.8529,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
17039,de_inferno,1,123.8623,CounterTerrorist,Terrorist,16,8,USP,Pistol,300
34683,de_inferno,1,124.0019,CounterTerrorist,Terrorist,12,0,USP,Pistol,300
17040,de_inferno,1,124.0186,CounterTerrorist,Terrorist,16,8,USP,Pistol,300
1327,de_inferno,1,124.0717,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
1328,de_inferno,1,124.1342,Terrorist,CounterTerrorist,26,0,Glock,Pistol,300
17041,de_inferno,1,124.1437,CounterTerrorist,Terrorist,26,1,FiveSeven,Pistol,300
17042,de_inferno,1,124.2374,Terrorist,CounterTerrorist,75,0,Glock,Pistol,300
17043,de_inferno,1,124.425,Terrorist,CounterTerrorist,12,6,Glock,Pistol,300
17044,de_inferno,1,124.6126,CounterTerrorist,Terrorist,16,8,USP,Pistol,300
1329,de_inferno,1,124.6969,Terrorist,CounterTerrorist,26,0,Glock,Pistol,300
17045,de_inferno,1,124.7689,Terrorist,CounterTerrorist,12,6,Glock,Pistol,300
17046,de_inferno,1,124.8627,Terrorist,CounterTerrorist,32,0,Glock,Pistol,300
34684,de_inferno,1,125.1272,Terrorist,CounterTerrorist,93,0,Glock,Pistol,300
1330,de_inferno,1,125.197,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
27941,de_dust2,1,125.2714,CounterTerrorist,Terrorist,29,0,USP,Pistol,300
17047,de_inferno,1,125.3316,Terrorist,CounterTerrorist,12,6,Glock,Pistol,300
17048,de_inferno,1,125.5192,Terrorist,CounterTerrorist,12,6,Glock,Pistol,300
17049,de_inferno,1,125.613,CounterTerrorist,Terrorist,26,0,USP,Pistol,300
39230,de_mirage,1,125.6444,Terrorist,CounterTerrorist,25,0,Glock,Pistol,300
7641,de_dust2,1,125.7638,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
42311,de_mirage,1,125.7656,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
27942,de_dust2,1,125.8965,CounterTerrorist,Terrorist,29,0,USP,Pistol,300
7642,de_dust2,1,125.9201,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
39231,de_mirage,1,125.9569,Terrorist,CounterTerrorist,25,0,Glock,Pistol,300
17050,de_inferno,1,125.9882,CounterTerrorist,Terrorist,17,8,USP,Pistol,300
17051,de_inferno,1,126.0194,Terrorist,CounterTerrorist,27,0,Glock,Pistol,300
1331,de_inferno,1,126.1036,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
17052,de_inferno,1,126.1757,Terrorist,CounterTerrorist,27,0,Glock,Pistol,300
27943,de_dust2,1,126.2716,Terrorist,CounterTerrorist,84,0,Tec9,Pistol,300
39232,de_mirage,1,126.3007,Terrorist,CounterTerrorist,25,0,Glock,Pistol,300
17053,de_inferno,1,126.5509,Terrorist,CounterTerrorist,14,0,Glock,Pistol,300
39233,de_mirage,1,126.707,Terrorist,CounterTerrorist,25,0,Glock,Pistol,300
16312,de_dust2,1,127.0505,Terrorist,CounterTerrorist,10,0,Glock,Pistol,300
42312,de_mirage,1,127.3912,Terrorist,CounterTerrorist,24,0,Glock,Pistol,300
7643,de_dust2,1,127.4202,Terrorist,CounterTerrorist,36,0,Glock,Pistol,300
2865,de_dust2,1,127.5786,Terrorist,CounterTerrorist,26,0,Glock,Pistol,300
32265,de_dust2,1,127.6758,Terrorist,CounterTerrorist,27,1,Tec9,Pistol,300
42313,de_mirage,1,127.7038,Terrorist,CounterTerrorist,30,0,Glock,Pistol,300
32266,de_dust2,1,127.707,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
49558,de_dust2,1,127.7921,CounterTerrorist,CounterTerrorist,30,2,Knife,Equipment,1500
4272,de_mirage,1,127.8608,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
19722,de_overpass,1,127.9092,Terrorist,CounterTerrorist,10,6,Glock,Pistol,300
4273,de_mirage,1,127.9858,Terrorist,CounterTerrorist,100,0,USP,Pistol,300
32267,de_dust2,1,128.0508,CounterTerrorist,Terrorist,28,9,HE,Grenade,300
2866,de_dust2,1,128.1099,Terrorist,CounterTerrorist,33,0,Glock,Pistol,300
27944,de_dust2,1,128.1469,Terrorist,CounterTerrorist,16,0,Glock,Pistol,300
39234,de_mirage,1,128.2698,CounterTerrorist,Terrorist,14,6,USP,Pistol,300
28848,de_dust,1,128.3403,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
2867,de_dust2,1,128.4224,Terrorist,CounterTerrorist,33,0,Glock,Pistol,300
17847,de_overpass,1,128.4344,None,CounterTerrorist,3,0,Unknown,Unkown,0
39235,de_mirage,1,128.5511,CounterTerrorist,Terrorist,86,0,USP,Pistol,300
2868,de_dust2,1,128.5787,Terrorist,CounterTerrorist,8,0,Glock,Pistol,300
42314,de_mirage,1,128.6417,Terrorist,CounterTerrorist,30,0,Glock,Pistol,300
28849,de_dust,1,128.7155,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
33180,de_dust2,1,129.0211,Terrorist,CounterTerrorist,17,0,Tec9,Pistol,300
2869,de_dust2,1,129.0475,CounterTerrorist,Terrorist,100,0,P2000,Pistol,300
2870,de_dust2,1,129.1725,CounterTerrorist,Terrorist,7,2,HE,Grenade,300
2871,de_dust2,1,129.1725,CounterTerrorist,Terrorist,18,6,HE,Grenade,300
2872,de_dust2,1,129.1725,CounterTerrorist,Terrorist,49,16,HE,Grenade,300
28850,de_dust,1,129.5284,CounterTerrorist,Terrorist,34,0,USP,Pistol,300
33181,de_dust2,1,129.5837,Terrorist,CounterTerrorist,12,6,Glock,Pistol,300
33182,de_dust2,1,129.74,Terrorist,CounterTerrorist,71,0,Glock,Pistol,300
33183,de_dust2,1,129.8338,CounterTerrorist,Terrorist,25,0,P2000,Pistol,300
28851,de_dust,1,129.8723,CounterTerrorist,Terrorist,66,0,USP,Pistol,300
19723,de_overpass,1,130.0978,CounterTerrorist,Terrorist,14,6,USP,Pistol,300
14469,de_cbble,1,130.139,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
19724,de_overpass,1,130.3167,CounterTerrorist,Terrorist,86,0,USP,Pistol,300
2873,de_dust2,1,130.4539,Terrorist,CounterTerrorist,12,7,Glock,Pistol,300
4274,de_mirage,1,130.5487,Terrorist,CounterTerrorist,13,6,USP,Pistol,300
49559,de_dust2,1,130.6048,CounterTerrorist,CounterTerrorist,13,1,Knife,Equipment,1500
7644,de_dust2,1,131.0144,None,Terrorist,11,0,Unknown,Unkown,0
32268,de_dust2,1,131.02,Terrorist,CounterTerrorist,73,0,Tec9,Pistol,300
7645,de_dust2,1,131.2644,Terrorist,CounterTerrorist,12,7,Glock,Pistol,300
28852,de_dust,1,131.3417,Terrorist,CounterTerrorist,9,5,Glock,Pistol,300
5100,de_dust2,1,131.3964,Terrorist,CounterTerrorist,89,0,Glock,Pistol,300
28853,de_dust,1,131.498,Terrorist,CounterTerrorist,9,5,Glock,Pistol,300
5101,de_dust2,1,131.5214,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
7646,de_dust2,1,131.7645,CounterTerrorist,Terrorist,89,0,USP,Pistol,300
28854,de_dust,1,131.8419,Terrorist,CounterTerrorist,62,0,Glock,Pistol,300
7647,de_dust2,1,132.202,Terrorist,CounterTerrorist,14,7,USP,Pistol,300
33184,de_dust2,1,132.2404,CounterTerrorist,Terrorist,18,0,P2000,Pistol,300
43224,de_dust2,1,132.4168,Terrorist,CounterTerrorist,14,8,Glock,Pistol,300
39236,de_mirage,1,132.4267,CounterTerrorist,Terrorist,19,9,USP,Pistol,300
24204,de_mirage,1,132.4983,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
39237,de_mirage,1,132.5829,CounterTerrorist,Terrorist,16,7,USP,Pistol,300
14470,de_cbble,1,132.608,Terrorist,CounterTerrorist,12,6,Glock,Pistol,300
39238,de_mirage,1,132.6142,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
43225,de_dust2,1,132.7293,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
14471,de_cbble,1,132.7642,Terrorist,CounterTerrorist,15,8,Glock,Pistol,300
39239,de_mirage,1,132.7705,Terrorist,CounterTerrorist,14,8,Glock,Pistol,300
24205,de_mirage,1,132.7796,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
5102,de_dust2,1,132.8029,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
12185,de_dust2,1,132.8872,Terrorist,CounterTerrorist,23,3,CZ,Pistol,100
7648,de_dust2,1,132.8896,CounterTerrorist,Terrorist,12,6,USP,Pistol,300
39240,de_mirage,1,132.9268,Terrorist,CounterTerrorist,14,8,Glock,Pistol,300
24206,de_mirage,1,132.9672,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
5861,de_dust2,1,133.0438,Terrorist,CounterTerrorist,13,7,Glock,Pistol,300
0,de_dust2,1,133.0582,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
39241,de_mirage,1,133.083,Terrorist,CounterTerrorist,72,0,Glock,Pistol,300
24207,de_mirage,1,133.0922,CounterTerrorist,Terrorist,31,0,USP,Pistol,300
12186,de_dust2,1,133.106,Terrorist,CounterTerrorist,29,4,CZ,Pistol,100
14472,de_cbble,1,133.108,Terrorist,CounterTerrorist,12,7,Glock,Pistol,300
35449,de_dust2,1,133.1114,CounterTerrorist,Terrorist,29,0,USP,Pistol,300
14473,de_cbble,1,133.1393,Terrorist,CounterTerrorist,22,3,P250,Pistol,300
6518,de_inferno,1,133.1524,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
33885,de_dust2,1,133.1717,Terrorist,CounterTerrorist,21,0,Glock,Pistol,300
23452,de_cbble,1,133.2063,None,Terrorist,5,0,Unknown,Unkown,0
43226,de_dust2,1,133.2606,Terrorist,CounterTerrorist,75,0,Glock,Pistol,300
14474,de_cbble,1,133.2643,Terrorist,CounterTerrorist,15,8,Glock,Pistol,300
12187,de_dust2,1,133.3247,Terrorist,CounterTerrorist,23,3,CZ,Pistol,100
14475,de_cbble,1,133.3268,Terrorist,CounterTerrorist,24,4,P250,Pistol,300
39242,de_mirage,1,133.3331,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
7649,de_dust2,1,133.3584,None,Terrorist,3,0,Unknown,Unkown,0
33886,de_dust2,1,133.3592,CounterTerrorist,Terrorist,100,0,Deagle,Pistol,300
12188,de_dust2,1,133.4185,Terrorist,CounterTerrorist,23,3,CZ,Pistol,100
40509,de_mirage,1,133.4678,CounterTerrorist,Terrorist,22,0,USP,Pistol,300
2874,de_dust2,1,133.4855,Terrorist,CounterTerrorist,13,7,Glock,Pistol,300
12189,de_dust2,1,133.5122,Terrorist,CounterTerrorist,2,3,CZ,Pistol,100
17054,de_inferno,1,133.5537,CounterTerrorist,Terrorist,89,0,FiveSeven,Pistol,300
24208,de_mirage,1,133.561,Terrorist,CounterTerrorist,8,4,Glock,Pistol,300
2875,de_dust2,1,133.6418,Terrorist,CounterTerrorist,75,0,Glock,Pistol,300
5103,de_dust2,1,133.7093,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
31494,de_dust2,1,133.7313,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
24209,de_mirage,1,133.7486,CounterTerrorist,Terrorist,31,0,USP,Pistol,300
17055,de_inferno,1,133.7725,CounterTerrorist,Terrorist,11,0,FiveSeven,Pistol,300
34685,de_inferno,1,133.8483,Terrorist,CounterTerrorist,84,0,Glock,Pistol,300
7650,de_dust2,1,133.9209,Terrorist,CounterTerrorist,74,0,Glock,Pistol,300
5862,de_dust2,1,133.9501,Terrorist,CounterTerrorist,11,6,Glock,Pistol,300
24210,de_mirage,1,133.9674,CounterTerrorist,Terrorist,31,0,USP,Pistol,300
17848,de_overpass,1,133.9682,CounterTerrorist,CounterTerrorist,30,2,Knife,Equipment,1500
5863,de_dust2,1,134.2001,Terrorist,CounterTerrorist,76,0,Glock,Pistol,300
30504,de_mirage,1,134.2255,Terrorist,CounterTerrorist,20,0,Glock,Pistol,300
33185,de_dust2,1,134.272,CounterTerrorist,Terrorist,32,0,P2000,Pistol,300
24211,de_mirage,1,134.3737,CounterTerrorist,Terrorist,7,0,USP,Pistol,300
42315,de_mirage,1,134.3938,Terrorist,CounterTerrorist,22,0,Glock,Pistol,300
36983,de_cache,1,134.4935,CounterTerrorist,Terrorist,14,7,P2000,Pistol,300
38646,de_dust2,1,134.6214,Terrorist,CounterTerrorist,20,0,Glock,Pistol,300
35450,de_dust2,1,134.6428,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
34686,de_inferno,1,134.661,Terrorist,CounterTerrorist,9,5,Glock,Pistol,300
35451,de_dust2,1,134.6741,Terrorist,CounterTerrorist,17,0,Glock,Pistol,300
39868,de_overpass,1,134.755,None,Terrorist,6,0,Unknown,Unkown,0
24856,de_inferno,1,134.7686,CounterTerrorist,Terrorist,49,0,Deagle,Pistol,300
32269,de_dust2,1,134.7706,Terrorist,CounterTerrorist,23,0,Glock,Pistol,300
30952,de_dust2,1,134.7717,Terrorist,CounterTerrorist,24,0,Glock,Pistol,300
30953,de_dust2,1,134.7717,Terrorist,CounterTerrorist,3,1,Glock,Pistol,300
33186,de_dust2,1,134.7721,Terrorist,CounterTerrorist,26,0,Glock,Pistol,300
23453,de_cbble,1,134.8628,Terrorist,CounterTerrorist,27,0,Glock,Pistol,300
7651,de_dust2,1,134.8898,CounterTerrorist,Terrorist,97,0,USP,Pistol,300
23454,de_cbble,1,134.8941,Terrorist,CounterTerrorist,73,0,Glock,Pistol,300
1,de_dust2,1,134.9023,CounterTerrorist,Terrorist,25,0,USP,Pistol,300
2876,de_dust2,1,134.9232,Terrorist,CounterTerrorist,24,0,Glock,Pistol,300
2877,de_dust2,1,134.9545,Terrorist,CounterTerrorist,24,0,Glock,Pistol,300
2,de_dust2,1,135.0586,Terrorist,CounterTerrorist,20,0,Glock,Pistol,300
2878,de_dust2,1,135.142,Terrorist,CounterTerrorist,23,0,Glock,Pistol,300
32270,de_dust2,1,135.1457,Terrorist,CounterTerrorist,17,0,Glock,Pistol,300
2879,de_dust2,1,135.2358,Terrorist,CounterTerrorist,29,0,Glock,Pistol,300
3,de_dust2,1,135.2774,CounterTerrorist,Terrorist,17,8,USP,Pistol,300
46285,de_dust2,1,135.2959,Terrorist,CounterTerrorist,79,0,Glock,Pistol,300
30954,de_dust2,1,135.3342,CounterTerrorist,Terrorist,15,7,P2000,Pistol,300
26534,de_mirage,1,135.3586,Terrorist,CounterTerrorist,97,0,Glock,Pistol,300
32271,de_dust2,1,135.3644,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
30955,de_dust2,1,135.3655,Terrorist,CounterTerrorist,76,0,Glock,Pistol,300
47889,de_cache,1,135.3736,Terrorist,CounterTerrorist,86,0,Glock,Pistol,300
40510,de_mirage,1,135.3745,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
4,de_dust2,1,135.4024,Terrorist,CounterTerrorist,12,7,Glock,Pistol,300
39869,de_overpass,1,135.4116,None,Terrorist,6,0,Unknown,Unkown,0
24212,de_mirage,1,135.5302,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
32272,de_dust2,1,135.552,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
33187,de_dust2,1,135.5535,Terrorist,CounterTerrorist,27,0,Glock,Pistol,300
40511,de_mirage,1,135.5621,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
46286,de_dust2,1,135.6399,Terrorist,CounterTerrorist,14,0,Glock,Pistol,300
47890,de_cache,1,135.655,Terrorist,CounterTerrorist,14,0,Glock,Pistol,300
32273,de_dust2,1,135.677,Terrorist,CounterTerrorist,23,0,Glock,Pistol,300
17056,de_inferno,1,135.7421,CounterTerrorist,Terrorist,27,0,FiveSeven,Pistol,300
40512,de_mirage,1,135.7809,CounterTerrorist,Terrorist,48,0,USP,Pistol,300
6519,de_inferno,1,135.8092,Terrorist,CounterTerrorist,86,0,Glock,Pistol,300
24857,de_inferno,1,135.8312,CounterTerrorist,Terrorist,29,0,USP,Pistol,300
37824,de_train,1,135.8903,CounterTerrorist,Terrorist,1,0,HE,Grenade,300
37825,de_train,1,135.8903,CounterTerrorist,Terrorist,4,1,HE,Grenade,300
37826,de_train,1,135.8903,CounterTerrorist,Terrorist,34,11,HE,Grenade,300
37827,de_train,1,135.8903,CounterTerrorist,Terrorist,2,0,HE,Grenade,300
35452,de_dust2,1,135.9555,CounterTerrorist,Terrorist,14,7,USP,Pistol,300
24858,de_inferno,1,135.9563,CounterTerrorist,Terrorist,39,0,Deagle,Pistol,300
24859,de_inferno,1,135.9563,CounterTerrorist,Terrorist,22,0,Deagle,Pistol,300
49560,de_dust2,1,136.0116,Terrorist,CounterTerrorist,100,0,P250,Pistol,300
23455,de_cbble,1,136.0192,None,Terrorist,5,0,Unknown,Unkown,0
5,de_dust2,1,136.0901,Terrorist,CounterTerrorist,12,7,Glock,Pistol,300
42316,de_mirage,1,136.1132,CounterTerrorist,Terrorist,17,0,Deagle,Pistol,300
32274,de_dust2,1,136.1145,Terrorist,CounterTerrorist,17,0,Glock,Pistol,300
35453,de_dust2,1,136.1743,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
6520,de_inferno,1,136.1842,CounterTerrorist,Terrorist,13,6,USP,Pistol,300
32275,de_dust2,1,136.2396,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
6,de_dust2,1,136.2463,Terrorist,CounterTerrorist,12,7,Glock,Pistol,300
1884,de_cache,1,136.3275,CounterTerrorist,Terrorist,14,7,P2000,Pistol,300
42317,de_mirage,1,136.3633,CounterTerrorist,Terrorist,47,1,Deagle,Pistol,300
30956,de_dust2,1,136.3969,Terrorist,CounterTerrorist,96,0,Glock,Pistol,300
7,de_dust2,1,136.4026,Terrorist,CounterTerrorist,15,8,Glock,Pistol,300
7652,de_dust2,1,136.4212,Terrorist,CounterTerrorist,100,0,USP,Pistol,300
35454,de_dust2,1,136.4243,Terrorist,CounterTerrorist,13,7,Glock,Pistol,300
24860,de_inferno,1,136.4251,Terrorist,CounterTerrorist,19,0,Tec9,Pistol,300
32276,de_dust2,1,136.4271,Terrorist,CounterTerrorist,17,0,Glock,Pistol,300
6521,de_inferno,1,136.5281,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
35455,de_dust2,1,136.5493,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
33188,de_dust2,1,136.5536,CounterTerrorist,Terrorist,34,0,P2000,Pistol,300
40513,de_mirage,1,136.5623,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
32277,de_dust2,1,136.5834,Terrorist,CounterTerrorist,3,0,Glock,Pistol,300
9268,de_mirage,1,136.6011,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
26535,de_mirage,1,136.64,CounterTerrorist,Terrorist,15,7,USP,Pistol,300
17057,de_inferno,1,136.6799,CounterTerrorist,Terrorist,34,0,FiveSeven,Pistol,300
27341,de_mirage,1,136.6821,CounterTerrorist,Terrorist,22,0,USP,Pistol,300
24861,de_inferno,1,136.7064,Terrorist,CounterTerrorist,10,5,Glock,Pistol,300
42318,de_mirage,1,136.7384,Terrorist,CounterTerrorist,22,0,Glock,Pistol,300
27342,de_mirage,1,136.7446,Terrorist,CounterTerrorist,17,0,Tec9,Pistol,300
9269,de_mirage,1,136.7574,CounterTerrorist,Terrorist,14,6,USP,Pistol,300
19725,de_overpass,1,136.82,CounterTerrorist,Terrorist,100,0,USP,Pistol,300
24862,de_inferno,1,136.8314,CounterTerrorist,Terrorist,35,0,USP,Pistol,300
33189,de_dust2,1,136.8349,Terrorist,CounterTerrorist,47,0,Glock,Pistol,300
17058,de_inferno,1,136.8363,CounterTerrorist,Terrorist,1,0,FiveSeven,Pistol,300
